rank,candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,class_kind,focal_method_name,testability_score,build_tool,java_version
140,1647,131759992,131759992_6.json,https://github.com/IBM/java-async-util,AsyncFunnel,asyncutil/src/main/java/com/ibm/asyncutil/locks/AsyncFunnel.java,class,doOrGet,9,maven,8
141,1652,181445409,181445409_110.json,https://github.com/snowdrop/vertx-spring-boot,SnowdropKafkaProducer,vertx-spring-boot-starter-kafka/src/main/java/dev/snowdrop/vertx/kafka/SnowdropKafkaProducer.java,class,partitionsFor,10,maven,8
142,1691,6867673,6867673_122.json,https://github.com/jadler-mocking/jadler,JadlerMocker,jadler-core/src/main/java/net/jadler/JadlerMocker.java,class,numberOfRequestsMatching,9,maven,11
143,1692,10808572,10808572_54.json,https://github.com/davidmoten/geo,Base32,geo/src/main/java/com/github/davidmoten/geo/Base32.java,class,encodeBase32,10,maven,8
144,1701,35592576,35592576_99.json,https://github.com/fuinorg/event-store-commons,EscSpiUtils,spi/src/main/java/org/fuin/esc/spi/EscSpiUtils.java,class,joinJsonbSerializerArrays,9,maven,unknown
145,1714,22460817,22460817_0.json,https://github.com/vsl1978/mybatis-generator-pluginsplus,Str,mybatis-generator-pluginsplus/src/main/java/xyz/vsl/mybatis/generator/pluginsplus/Str.java,class,trim,10,maven,6
146,1736,5258499,5258499_0.json,https://github.com/SSilence/scotty,DefaultRequestTransformer,scotty-transporter/src/main/java/scotty/transformer/impl/DefaultRequestTransformer.java,class,merge,8,maven,6
147,1741,1164965,1164965_92.json,https://github.com/ocpsoft/prettyfaces,PrettyConfig,impl-jsf11/src/main/java/com/ocpsoft/pretty/config/PrettyConfig.java,class,getMappingById,10,maven,5
148,1767,197277844,197277844_0.json,https://github.com/scholzj/kafka-kubernetes-authenticator,OAuthBearerTokenImpl,authenticator-common/src/main/java/io/strimzi/kafka/kubernetes/authenticator/OAuthBearerTokenImpl.java,class,getPayload,8,maven,${maven.compiler.source}
149,1818,76634121,76634121_113.json,https://github.com/apache/qpid-proton-j,SaslFrameParser,proton-j/src/main/java/org/apache/qpid/proton/engine/impl/SaslFrameParser.java,class,input,8,maven,8
150,1837,9545480,9545480_12.json,https://github.com/roskart/dropwizard-jaxws,JAXWSEnvironment,dropwizard-jaxws/src/main/java/com/roskart/dropwizard/jaxws/JAXWSEnvironment.java,class,getClient,9,maven,8
151,1853,151435201,151435201_35.json,https://github.com/verhas/javageci,Escape,javageci-tools/src/main/java/javax0/geci/javacomparator/lex/Escape.java,class,handleNormalCharacter,9,maven,11
152,1857,253269900,253269900_165.json,https://github.com/dan2097/opsin,CASTools,opsin-core/src/main/java/uk/ac/cam/ch/wwmm/opsin/CASTools.java,class,uninvertCASName,9,maven,8
153,1876,27824737,27824737_0.json,https://github.com/sing-group/GC4S,MatrixUtils,gc4s/src/main/java/org/sing_group/gc4s/utilities/MatrixUtils.java,class,max,7,maven,8
154,1892,6405716,6405716_26.json,https://github.com/hpehl/piriti,CharacterConverter,user/src/main/java/name/pehl/piriti/converter/client/CharacterConverter.java,class,convert,10,maven,6
155,1908,5734199,5734199_8.json,https://github.com/sosandstrom/mardao,InMemoryKey,mardao-core/src/main/java/net/sf/mardao/dao/InMemoryKey.java,class,InMemoryKey,9,maven,6
156,1911,168419532,168419532_5.json,https://github.com/prpatel/serverless-full-day-workshop,GetAllEngagements,exercise4/src/main/java/com/example/GetAllEngagements.java,class,main,7,maven,8
157,1923,920690,920690_1.json,https://github.com/dschanoeh/Kayak,Util,Kayak-core/src/main/java/com/github/kayak/core/Util.java,class,hexStringToByteArray,10,maven,8
158,1924,4026983,4026983_0.json,https://github.com/Raisa/Raisa,ControlMessage,raisavis/src/main/java/raisa/comms/ControlMessage.java,class,fromJson,7,maven,7
159,1927,103989411,103989411_4.json,https://github.com/uber/AthenaX,Planner,athenax-vm-compiler/src/main/java/com/uber/athenax/vm/compiler/planner/Planner.java,class,parse,10,maven,${project.build.directory}/generated-sources
160,1952,10144081,10144081_94.json,https://github.com/j-easy/easy-random,LongRangeRandomizer,easy-random-core/src/main/java/org/jeasy/random/randomizers/range/LongRangeRandomizer.java,class,aNewLongRangeRandomizer,8,maven,17
161,1953,15841047,15841047_48.json,https://github.com/imixs/imixs-workflow,ModelService,imixs-workflow-engine/src/main/java/org/imixs/workflow/engine/ModelService.java,class,getModelByWorkitem,9,maven,17
162,1958,53088165,53088165_1.json,https://github.com/drinkjava2/jBeanBox,BeanBoxUtils,jbeanbox/src/main/java/com/github/drinkjava2/jbeanbox/BeanBoxUtils.java,class,getConstructor,9,maven,6
163,2003,75939912,75939912_0.json,https://github.com/AdamBien/firehose,Extractor,firehose/src/main/java/com/airhacks/firehose/extractor/control/Extractor.java,class,extractor,10,maven,8
164,2012,2562371,2562371_14.json,https://github.com/gumartinm/JavaForFun,Calculator,TDD/tdd/src/main/java/de/example/tdd/Calculator.java,class,sum,7,maven,8
165,2016,51357073,51357073_35.json,https://github.com/ftomassetti/analyze-java-code-examples,AnnotationValidatorFactory,source_to_parse/junit-master/src/main/java/org/junit/validator/AnnotationValidatorFactory.java,class,createAnnotationValidator,9,maven,5
166,2057,43142077,43142077_1.json,https://github.com/mybatis/spring-boot-starter,CityDao,mybatis-spring-boot-samples/mybatis-spring-boot-sample-xml/src/main/java/sample/mybatis/dao/CityDao.java,class,selectCityById,8,maven,unknown
167,2067,899555,899555_51.json,https://github.com/errai/errai,JBossVfsDir,errai-jboss-as-support/src/main/java/org/jboss/errai/common/metadata/JBossVfsDir.java,class,getFiles,10,maven,17
168,2082,148614148,148614148_0.json,https://github.com/Zhuinden/command-queue,CommandQueue,command-queue/src/main/java/com/zhuinden/commandqueue/CommandQueue.java,class,sendEvent,9,gradle,7
169,2127,86651310,86651310_1.json,https://github.com/OpenBW/BWAPI4J,Altitude,BWAPI4J/src/main/java/bwem/typedef/Altitude.java,class,compareTo,7,gradle,unknown
170,2137,149780295,149780295_33.json,https://github.com/SonarSource/sonar-training-examples,CoverageMetrics,coverage-metrics/src/main/java/coverage_metrics/CoverageMetrics.java,class,f,9,maven,8
171,2142,5426789,5426789_13.json,https://github.com/need4spd/crescent,CustomQueryStringParser,crescent_core_web/src/main/java/com/tistory/devyongsik/crescent/query/CustomQueryStringParser.java,class,getQuery,9,gradle,11
172,2146,16058167,16058167_22.json,https://github.com/protostuff/protostuff,LinkBuffer,protostuff-core/src/main/java/io/protostuff/LinkBuffer.java,class,getBuffers,10,maven,6
173,2164,106371845,106371845_6.json,https://github.com/PacktPublishing/Mastering-Software-Testing-with-JUnit-5,LoginService,junit4-mockito/src/main/java/io/github/bonigarcia/LoginService.java,class,login,9,maven,8
174,2166,16569959,16569959_6.json,https://github.com/leonardoanalista/java2word,Document2004,java2word/src/main/java/word/w2004/Document2004.java,class,getContent,9,maven,6
175,2193,201050057,201050057_2.json,https://github.com/cschneider/osgi-best-practices,TaskServiceImpl,backend/src/main/java/net/lr/tasklist/service/TaskServiceImpl.java,class,addOrUpdate,9,maven,11
176,2194,6434628,6434628_15.json,https://github.com/lostdragon/cobar,PairUtil,cobar-parser/src/main/java/com/alibaba/cobar/parser/util/PairUtil.java,class,splitIndex,10,maven,6
177,2199,6489406,6489406_33.json,https://github.com/dma-ais/AisLib,TargetTracker,ais-lib-communication/src/main/java/dk/dma/ais/tracker/targetTracker/TargetTracker.java,class,get,8,maven,unknown
178,2212,11383343,11383343_1.json,https://github.com/nitinsurana/Struts2-Examples,MyAction,Struts2Junit4/src/main/java/actions/MyAction.java,class,save,8,maven,6
179,2221,57064024,57064024_0.json,https://github.com/fortify-ps/FortifyBugTrackerUtility,TargetIssueLocatorCommentHelper,bugtracker-common/src/main/java/com/fortify/bugtracker/common/tgt/issue/TargetIssueLocatorCommentHelper.java,class,fromTargetName,8,maven,8
180,2244,44934002,44934002_2.json,https://github.com/ibinti/bugvm,HelloWorld,Lab/kotlin-dsl-samples/code-quality/src/main/java/samples/HelloWorld.java,class,greeting,7,gradle,1
181,2253,1287669,1287669_35.json,https://github.com/json-path/JsonPath,WithJsonPath,json-path-assert/src/main/java/com/jayway/jsonpath/matchers/WithJsonPath.java,class,WithJsonPath,7,gradle,17
182,2259,188229074,188229074_0.json,https://github.com/devonfw-forge/keywi,UcManageKeyListImpl,core/src/main/java/com/devonfw/keywi/keymanagement/logic/impl/usecase/UcManageKeyListImpl.java,class,saveKeyList,9,maven,8
183,2261,18560435,18560435_8.json,https://github.com/1and1/snmpman,ModifiedVariable,snmpman/src/main/java/com/oneandone/snmpman/configuration/modifier/ModifiedVariable.java,class,compareTo,7,maven,9
184,2263,19317653,19317653_9.json,https://github.com/IBM-Cloud/todo-apps,ToDoAPI,java/bluemix-todo-app/src/main/java/net/bluemix/todo/rest/ToDoAPI.java,class,updateToDo,9,maven,8
185,2279,25029544,25029544_33.json,https://github.com/jgonian/commons-ip-math,Ipv6Range,commons-ip-math/src/main/java/com/github/jgonian/ipmath/Ipv6Range.java,class,from,7,maven,6
186,2288,63898559,63898559_0.json,https://github.com/RoyJacobs/lazybot,TemplatePlugin,lazybot-plugin-template/src/main/java/org/royjacobs/lazybot/plugin/template/TemplatePlugin.java,class,onCommand,9,maven,8
187,2299,40695309,40695309_3.json,https://github.com/touwolf/bridje-framework,Path,bridje-vfs/src/main/java/org/bridje/vfs/Path.java,class,getNext,10,maven,8
188,2302,33030494,33030494_10.json,https://github.com/ignl/BinarySearchTrees,ScapegoatTree,Trees/src/main/java/org/intelligentjava/algos/trees/ScapegoatTree.java,class,insert,10,maven,7
189,2303,2885102,2885102_28.json,https://github.com/grobmeier/jjson,JSONDecoder,jjson/src/main/java/de/grobmeier/jjson/convert/JSONDecoder.java,class,decode,10,maven,${java.version}
190,2328,52867190,52867190_31.json,https://github.com/HDouss/jeometry,Perpendicular,jeometry-api/src/main/java/com/jeometry/twod/line/analytics/Perpendicular.java,class,resolve,9,maven,8
191,2332,159189646,159189646_1.json,https://github.com/Ailubby/JMPisces,SwaggerBasePathRewritingFilter,registry/src/main/java/io/github/jhipster/registry/filters/responserewriting/SwaggerBasePathRewritingFilter.java,class,shouldFilter,8,maven,8
192,2357,2978404,2978404_25.json,https://github.com/t1/message-api,JmsMappingAdapter,adapter/src/main/java/net/java/messageapi/adapter/JmsMappingAdapter.java,class,unmarshal,9,maven,6
193,2381,99742967,99742967_28.json,https://github.com/awslabs/swage,ImmutableTypedMap,type-safe/src/main/java/software/amazon/swage/collection/ImmutableTypedMap.java,class,typedIterator,7,maven,8
194,2393,125550262,125550262_28.json,https://github.com/vmware/ovsdb-client-library,Row,ovsdb-client/src/main/java/com/vmware/ovsdb/protocol/operation/notation/Row.java,class,equals,9,maven,8
195,2404,3360581,3360581_6.json,https://github.com/jhorstmann/i18n,I18N,i18n-core/src/main/java/net/jhorstmann/i18n/I18N.java,class,gettext,7,maven,6
196,2467,142747385,142747385_72.json,https://github.com/GIScience/oshdb,OSHDBGeometryBuilder,oshdb-util/src/main/java/org/heigit/bigspatialdata/oshdb/util/geometry/OSHDBGeometryBuilder.java,class,getGeometry,8,maven,unknown
197,2473,149579497,149579497_1.json,https://github.com/dimpon/loguno,JCTreeUtils,loguno-processor/src/main/java/org/loguno/processor/utils/JCTreeUtils.java,class,hasBody,9,maven,8
198,2476,103377081,103377081_25.json,https://github.com/CoEValencia/codingDojo,RockPaper,02-RockPaperScissorLizardSpock/java/group1/src/main/java/com/capgemini/coedevon/codingdojo/rockpaperscissorslizardspock/RockPaper.java,class,play,10,maven,8
199,2477,15928650,15928650_19.json,https://github.com/apache/struts,OsgiUtil,plugins/osgi/src/main/java/org/apache/struts2/osgi/OsgiUtil.java,class,generateJavaVersionForSystemPackages,10,maven,8
200,2489,95789248,95789248_0.json,https://github.com/opentracing-contrib/java-vertx-web,TracingHandler,opentracing-vertx-web/src/main/java/io/opentracing/contrib/vertx/ext/web/TracingHandler.java,class,serverSpanContext,9,maven,8
