candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,source_layout,class_kind,is_abstract,class_loc,focal_method_name,focal_method_loc,focal_method_modifiers,has_control_flow,has_observable_output,constructor_dependency_count,external_dependency_risk,external_risk_reasons,testability_score,semantic_status,semantic_exclusion_reason,build_tool,module_path,testing_framework,detected_java_version,selected_java_home,java_selection_reason,checkout_revision,clone_attempts,baseline_passes_required,baseline_passes_completed,baseline_states,classpath_resolved,classpath_exit_code,focal_class_fqcn,focal_bytecode_found,probe_target_state,probe_module_state,offline_baseline_state,eligibility_status,exclusion_stage,exclusion_reason,elapsed_seconds,artifact_dir
723,8087042,8087042_25.json,https://github.com/guetux/gcm-sample,Sender,gcm-server/src/main/java/com/google/android/gcm/server/Sender.java,production,class,False,644,newBody,3,protected static,False,True,1,True,network|nondeterminism,6,EXCLUDED,external_dependency_risk:network|nondeterminism;testability_score_below_7,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:network|nondeterminism;testability_score_below_7,3.078,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00723_8087042_8087042_25
728,158084770,158084770_2.json,https://github.com/Cicizz/jmqtt,RemotingHelper,jmqtt-remoting/src/main/java/org/jmqtt/remoting/util/RemotingHelper.java,production,class,False,88,getLocalAddr,39,public static,True,True,0,False,,10,ELIGIBLE,,maven,jmqtt-remoting,junit4,8,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered JDK 8,e74ca315594fe332d4202fa7c4b0408fe09da3dd,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,1,org.jmqtt.remoting.util.RemotingHelper,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,43.735,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00728_158084770_158084770_2
733,126439064,126439064_235.json,https://github.com/bingoer/bitcoinj_sourcecode_analysis,DefaultRiskAnalysis,core/src/main/java/org/bitcoinj/wallet/DefaultRiskAnalysis.java,production,class,False,227,isInputStandard,22,public static,True,True,3,False,,9,ELIGIBLE,,maven,core,junit4,7,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered compatible JDK 8 for Java 7,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,org.bitcoinj.wallet.DefaultRiskAnalysis,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,COMPILE_FAILED,EXCLUDED,offline,info: java.lang.unsatisfiedlinkerror: no secp256k1 in java.library.path,650.985,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00733_126439064_126439064_235
738,10932418,10932418_13.json,https://github.com/kintone/java-sdk,Connection,kintone-sdk/src/main/java/com/cybozu/kintone/database/Connection.java,production,class,False,1458,addComment,15,public,True,True,2,True,database|network|filesystem|nondeterminism,8,EXCLUDED,external_dependency_risk:database|network|filesystem|nondeterminism,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:database|network|filesystem|nondeterminism,2.406,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00738_10932418_10932418_13
743,228330020,228330020_6.json,https://github.com/apache/camel-spring-boot,CamelPropertiesHelper,core/camel-spring-boot/src/main/java/org/apache/camel/spring/boot/util/CamelPropertiesHelper.java,production,,,,setCamelProperties,47,public static,True,True,,,,,ELIGIBLE,,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,setup,"Error: [('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\228330020\\catalog\\camel-catalog-provider-springboot\\src\\main\\resources\\org\\apache\\camel\\springboot\\catalog\\beans\\CaffeineAggregationRepository.json', 'D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\runs\\sample_selection\\distributed\\shard-2\\candidates\\00743_228330020_228330020_6\\workspace\\catalog\\camel-catalog-provider-springboot\\src\\main\\resources\\org\\apache\\camel\\springboot\\catalog\\beans\\CaffeineAggregationRepository.json', ""[Errno 2] No such file or directory: 'D:\\\\ki9\\\\SEP490\\\\ArrowCode\\\\ARROW-paper\\\\ARROW\\\\runs\\\\sample_selection\\\\distributed\\\\shard-2\\\\candidates\\\\00743_228330020_228330020_6\\\\workspace\\\\catalog\\\\camel-catalog-provider-springboot\\\\src\\\\main\\\\resources\\\\org\\\\apache\\\\camel\\\\springboot\\\\catalog\\\\beans\\\\CaffeineAggregationRepository.json'""), ('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\228330020\\catalog\\camel-catalog-provider-springboot\\src\\main\\resources\\org\\apache\\camel\\springboot\\catalog\\beans\\CaffeineIdempotentRepository.json', 'D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\runs\\sample_selection\\distributed\\shard-2\\candidates\\00743_228330020_228330020_6\\workspace\\catalog\\camel-catalog-provider-springboot\\src\\main\\resources\\org\\apache\\camel\\springboot\\catalog\\beans\\CaffeineIdempotentRepository.json', ""[Errno 2] No such file or directory: 'D:\\\\ki9\\\\SEP490\\\\ArrowCode\\\\ARROW-paper\\\\ARROW\\\\runs\\\\sample_selection\\\\distributed\\\\shard-2\\\\candidates\\\\00743_228330020_228330020_6\\\\workspace\\\\catalog\\\\camel-catalog-provider-springboot\\\\src\\\\main\\\\resources\\\\org\\\\apache\\\\camel\\\\springboot\\\\catalog\\\\beans\\\\CaffeineIdempotentRepository.json'""), ('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\228330020\\catalog\\camel-catalog-provider-springboot\\src\\main\\resources\\org\\apache\\camel\\springboot\\catalog\\beans\\Cassand",102.797,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00743_228330020_228330020_6
748,140017338,140017338_366.json,https://github.com/eclipse/antenna,LicenseResolver,core/core-workflow-steps/src/main/java/org/eclipse/sw360/antenna/workflow/processors/LicenseResolver.java,production,,,,LicenseResolver,3,public,False,True,,,,,ELIGIBLE,,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,setup,"Error: [('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\140017338\\assembly\\compliance-tool\\src\\main\\java\\org\\eclipse\\sw360\\antenna\\frontend\\compliancetool\\main\\AntennaComplianceToolOptions.java', 'D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\runs\\sample_selection\\distributed\\shard-2\\candidates\\00748_140017338_140017338_366\\workspace\\assembly\\compliance-tool\\src\\main\\java\\org\\eclipse\\sw360\\antenna\\frontend\\compliancetool\\main\\AntennaComplianceToolOptions.java', ""[Errno 2] No such file or directory: 'D:\\\\ki9\\\\SEP490\\\\ArrowCode\\\\ARROW-paper\\\\ARROW\\\\runs\\\\sample_selection\\\\distributed\\\\shard-2\\\\candidates\\\\00748_140017338_140017338_366\\\\workspace\\\\assembly\\\\compliance-tool\\\\src\\\\main\\\\java\\\\org\\\\eclipse\\\\sw360\\\\antenna\\\\frontend\\\\compliancetool\\\\main\\\\AntennaComplianceToolOptions.java'""), ('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\140017338\\assembly\\compliance-tool\\src\\main\\java\\org\\eclipse\\sw360\\antenna\\frontend\\compliancetool\\sw360\\exporter\\ReleaseWithSources.java', 'D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\runs\\sample_selection\\distributed\\shard-2\\candidates\\00748_140017338_140017338_366\\workspace\\assembly\\compliance-tool\\src\\main\\java\\org\\eclipse\\sw360\\antenna\\frontend\\compliancetool\\sw360\\exporter\\ReleaseWithSources.java', ""[Errno 2] No such file or directory: 'D:\\\\ki9\\\\SEP490\\\\ArrowCode\\\\ARROW-paper\\\\ARROW\\\\runs\\\\sample_selection\\\\distributed\\\\shard-2\\\\candidates\\\\00748_140017338_140017338_366\\\\workspace\\\\assembly\\\\compliance-tool\\\\src\\\\main\\\\java\\\\org\\\\eclipse\\\\sw360\\\\antenna\\\\frontend\\\\compliancetool\\\\sw360\\\\exporter\\\\ReleaseWithSources.java'""), ('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\140017338\\assembly\\compliance-tool\\src\\main\\java\\org\\eclipse\\sw360\\antenna\\frontend\\compliancetool\\sw360\\reporter\\InfoRequestFactory.java', 'D:\\ki9\\SE",25.734,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00748_140017338_140017338_366
753,52610929,52610929_0.json,https://github.com/seleniumkit/selenograph,FullStacktraceThrowableRenderer,service/src/main/java/ru/qatools/selenograph/util/FullStacktraceThrowableRenderer.java,production,class,False,42,doRender,4,@Override public,False,True,0,False,,7,ELIGIBLE,,maven,service,junit4,8,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered JDK 8,,1,2,1,COMPILE_FAILED,,,ru.qatools.selenograph.util.FullStacktraceThrowableRenderer,,,,,EXCLUDED,baseline,[info] cleaning package directories.,51.016,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00753_52610929_52610929_0
758,117452304,117452304_5.json,https://github.com/GreenBlitz/MotionControl,Localizer,motion/src/main/java/org/greenblitz/motion/Localizer.java,production,class,False,138,calculateMovement,11,public static,True,True,0,False,,10,ELIGIBLE,,gradle,motion,junit5,11,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-11,auto-discovered JDK 11,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,org.greenblitz.motion.Localizer,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,99.312,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00758_117452304_117452304_5
763,10429628,10429628_0.json,https://github.com/codecop/ugly-trivia-kata,ReplayingRandom,src/it/java/com/adaptionsoft/games/trivia/runner/ReplayingRandom.java,nonstandard,,,,nextInt,9,@Override public,True,True,,,,,EXCLUDED,source_layout:nonstandard,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,source_layout:nonstandard,0.016,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00763_10429628_10429628_0
768,97935002,97935002_3.json,https://github.com/code-not-found/cxf-jaxws,HelloWorldImpl,cxf-jaxws-jetty-xml-config/src/main/java/com/codenotfound/endpoint/HelloWorldImpl.java,production,class,False,24,sayHello,13,@Override public,False,True,0,False,,7,ELIGIBLE,,maven,cxf-jaxws-jetty-xml-config,junit4,8,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered JDK 8,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,com.codenotfound.endpoint.HelloWorldImpl,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,91.656,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00768_97935002_97935002_3
773,1710792,1710792_6.json,https://github.com/jonstewart/sleuthkit-hadoop,PythonJob,core/src/main/java/com/lightboxtechnologies/spectrum/PythonJob.java,production,class,False,449,createOutputType,18,static,True,True,0,False,,10,ELIGIBLE,,maven,core,junit4,unknown,,no project java version detected,,1,2,1,RUNTIME_FAILED,,,com.lightboxtechnologies.spectrum.PythonJob,,,,,EXCLUDED,baseline,[error] [error] some problems were encountered while processing the poms:,18.797,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00773_1710792_1710792_6
778,16293572,16293572_24.json,https://github.com/pivotalsoftware/session-managers,RedisStore,redis-store/src/main/java/com/gopivotal/manager/redis/RedisStore.java,production,class,False,546,stopInternal,14,@Override protected,True,True,0,False,,9,ELIGIBLE,,gradle,redis-store,junit4,1,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered compatible JDK 8 for Java 1,,1,2,1,ASSERTION_FAILED,,,com.gopivotal.manager.redis.RedisStore,,,,,EXCLUDED,baseline,failure: build failed with an exception.,32.344,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00778_16293572_16293572_24
783,27683023,27683023_51.json,https://github.com/waynedgrant/android-appwidget-cirrus,PressureFormatter,app/src/main/java/com/waynedgrant/cirrus/presentation/formatters/PressureFormatter.java,production,class,False,54,format,37,public,True,True,1,False,,9,ELIGIBLE,,gradle,app,junit4,unknown,,no project java version detected,,1,2,1,TOOL_ERROR,,,com.waynedgrant.cirrus.presentation.formatters.PressureFormatter,,,,,EXCLUDED,baseline,[WinError 2] The system cannot find the file specified,4.094,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00783_27683023_27683023_51
788,29959880,29959880_97.json,https://github.com/Dica-Developer/weplantaforest,CartController,admin/src/main/java/org/dicadeveloper/weplantaforest/admin/cart/CartController.java,production,,,,getAllCarts,5,"@RequestMapping(value = Uris.CARTS, method = RequestMethod.POST) @JsonView(Views.OverviewCart.class) public",False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.031,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00788_29959880_29959880_97
793,10283615,10283615_59.json,https://github.com/stratosphere/stratosphere-sopremo,JavaToJsonMapper,sopremo/sopremo-common/src/main/java/eu/stratosphere/sopremo/type/JavaToJsonMapper.java,production,class,False,314,map,8,public,True,True,0,False,,9,ELIGIBLE,,maven,sopremo\sopremo-common,junit4,6,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered compatible JDK 8 for Java 6,,1,2,1,COMPILE_FAILED,,,eu.stratosphere.sopremo.type.JavaToJsonMapper,,,,,EXCLUDED,baseline,[error] failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:<n>.1:compile (default-compile) on project sopremo-common: compilation failure: compilation failure:,94.625,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00793_10283615_10283615_59
798,13865967,13865967_319.json,https://github.com/betfair/cougar,PropertyConfigurer,cougar-framework/cougar-util/src/main/java/com/betfair/cougar/util/configuration/PropertyConfigurer.java,production,,,,afterPropertiesSet,5,@Override public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.015,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00798_13865967_13865967_319
803,2885902,2885902_6.json,https://github.com/smurn/jPLY,NormalGenerator,jply/src/main/java/org/smurn/jply/util/NormalGenerator.java,production,class,False,223,generateNormals,49,public,True,True,0,False,,9,ELIGIBLE,,maven,jply,junit4,6,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-8,auto-discovered compatible JDK 8 for Java 6,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,org.smurn.jply.util.NormalGenerator,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,35.719,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00803_2885902_2885902_6
808,33374862,33374862_1.json,https://github.com/codehaus-cargo/cargo,SomeClass,extensions/maven2/archetypes/webapp-single-module/src/main/resources/archetype-resources/src/main/java/SomeClass.java,production,,,,saySomething,4,public,False,True,,,,,ELIGIBLE,,,,,,,,c34cc4e65539b36dbabf3e4a6e4528d420d31545,1,2,0,,,,,,,,,EXCLUDED,setup,"Error: [('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\33374862\\core\\api\\container\\src\\main\\java\\org\\codehaus\\cargo\\container\\spi\\configuration\\AbstractExistingLocalConfigurationCapability.java', 'D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\runs\\sample_selection\\distributed\\shard-2\\candidates\\00808_33374862_33374862_1\\workspace\\core\\api\\container\\src\\main\\java\\org\\codehaus\\cargo\\container\\spi\\configuration\\AbstractExistingLocalConfigurationCapability.java', ""[Errno 2] No such file or directory: 'D:\\\\ki9\\\\SEP490\\\\ArrowCode\\\\ARROW-paper\\\\ARROW\\\\runs\\\\sample_selection\\\\distributed\\\\shard-2\\\\candidates\\\\00808_33374862_33374862_1\\\\workspace\\\\core\\\\api\\\\container\\\\src\\\\main\\\\java\\\\org\\\\codehaus\\\\cargo\\\\container\\\\spi\\\\configuration\\\\AbstractExistingLocalConfigurationCapability.java'""), ('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\33374862\\core\\api\\container\\src\\main\\java\\org\\codehaus\\cargo\\container\\spi\\configuration\\AbstractStandaloneLocalConfigurationCapability.java', 'D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\runs\\sample_selection\\distributed\\shard-2\\candidates\\00808_33374862_33374862_1\\workspace\\core\\api\\container\\src\\main\\java\\org\\codehaus\\cargo\\container\\spi\\configuration\\AbstractStandaloneLocalConfigurationCapability.java', ""[Errno 2] No such file or directory: 'D:\\\\ki9\\\\SEP490\\\\ArrowCode\\\\ARROW-paper\\\\ARROW\\\\runs\\\\sample_selection\\\\distributed\\\\shard-2\\\\candidates\\\\00808_33374862_33374862_1\\\\workspace\\\\core\\\\api\\\\container\\\\src\\\\main\\\\java\\\\org\\\\codehaus\\\\cargo\\\\container\\\\spi\\\\configuration\\\\AbstractStandaloneLocalConfigurationCapability.java'""), ('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\33374862\\core\\api\\container\\src\\main\\java\\org\\codehaus\\cargo\\container\\spi\\configuration\\builder\\AbstractStandaloneLocalConfigurationWithXMLConfigurationBuil",47.313,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00808_33374862_33374862_1
813,71119502,71119502_16.json,https://github.com/proteus-h2020/proteus-engine,DelegatingConfiguration,flink-core/src/main/java/org/apache/flink/configuration/DelegatingConfiguration.java,production,,,,equals,9,@Override public,True,True,,,,,ELIGIBLE,,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,setup,"Error: [('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\71119502\\flink-connectors\\flink-connector-cassandra\\src\\main\\java\\org\\apache\\flink\\streaming\\connectors\\cassandra\\AbstractCassandraTupleSink.java', 'D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\runs\\sample_selection\\distributed\\shard-2\\candidates\\00813_71119502_71119502_16\\workspace\\flink-connectors\\flink-connector-cassandra\\src\\main\\java\\org\\apache\\flink\\streaming\\connectors\\cassandra\\AbstractCassandraTupleSink.java', ""[Errno 2] No such file or directory: 'D:\\\\ki9\\\\SEP490\\\\ArrowCode\\\\ARROW-paper\\\\ARROW\\\\runs\\\\sample_selection\\\\distributed\\\\shard-2\\\\candidates\\\\00813_71119502_71119502_16\\\\workspace\\\\flink-connectors\\\\flink-connector-cassandra\\\\src\\\\main\\\\java\\\\org\\\\apache\\\\flink\\\\streaming\\\\connectors\\\\cassandra\\\\AbstractCassandraTupleSink.java'""), ('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\71119502\\flink-connectors\\flink-connector-cassandra\\src\\main\\java\\org\\apache\\flink\\streaming\\connectors\\cassandra\\CassandraAppendTableSink.java', 'D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\runs\\sample_selection\\distributed\\shard-2\\candidates\\00813_71119502_71119502_16\\workspace\\flink-connectors\\flink-connector-cassandra\\src\\main\\java\\org\\apache\\flink\\streaming\\connectors\\cassandra\\CassandraAppendTableSink.java', ""[Errno 2] No such file or directory: 'D:\\\\ki9\\\\SEP490\\\\ArrowCode\\\\ARROW-paper\\\\ARROW\\\\runs\\\\sample_selection\\\\distributed\\\\shard-2\\\\candidates\\\\00813_71119502_71119502_16\\\\workspace\\\\flink-connectors\\\\flink-connector-cassandra\\\\src\\\\main\\\\java\\\\org\\\\apache\\\\flink\\\\streaming\\\\connectors\\\\cassandra\\\\CassandraAppendTableSink.java'""), ('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\71119502\\flink-connectors\\flink-connector-cassandra\\src\\main\\java\\org\\apache\\flink\\streaming\\connectors\\cassandra\\CassandraCommitter.ja",143.140,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00813_71119502_71119502_16
818,23491281,23491281_1.json,https://github.com/bubblecloud/ilves,OAuthService,ilves-vaadin/src/main/java/org/bubblecloud/ilves/security/OAuthService.java,production,class,False,172,getEmail,14,public static,True,True,0,True,database|network,9,EXCLUDED,external_dependency_risk:database|network,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:database|network,8.985,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00818_23491281_23491281_1
823,143692325,143692325_0.json,https://github.com/PacktPublishing/Software-Architecture-with-Spring-5.0,BankStatementService,Chapter01/02-low-coupling/banking-application/src/main/java/com/packtpub/bankingapplication/accounts/services/BankStatementService.java,production,,,,sendBankStatement,8,public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.016,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00823_143692325_143692325_0
828,79750743,79750743_3.json,https://github.com/abhijitvalluri/fitnotifications,GroupSummaryMessageExtractor,app/src/main/java/com/abhijitvalluri/android/fitnotifications/services/GroupSummaryMessageExtractor.java,production,class,False,280,getTitleAndText,77,@Override public,True,True,1,False,,9,ELIGIBLE,,gradle,app,junit4,11,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\Java-version\java-11,auto-discovered JDK 11,,1,2,1,ASSERTION_FAILED,,,com.abhijitvalluri.android.fitnotifications.services.GroupSummaryMessageExtractor,,,,,EXCLUDED,baseline,failure: build failed with an exception.,82.109,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00828_79750743_79750743_3
833,216000802,216000802_49.json,https://github.com/sonus21/rqueue,StringUtils,rqueue-core/src/main/java/com/github/sonus21/rqueue/utils/StringUtils.java,production,,,,convertToCamelCase,27,public static,True,True,,,,,ELIGIBLE,,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,setup,"Error: [('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\216000802\\rqueue-spring\\src\\test\\java\\com\\github\\sonus21\\rqueue\\spring\\tests\\integration\\StrictHeterogeneousConcurrencyBasedQueueListener.java', 'D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\runs\\sample_selection\\distributed\\shard-2\\candidates\\00833_216000802_216000802_49\\workspace\\rqueue-spring\\src\\test\\java\\com\\github\\sonus21\\rqueue\\spring\\tests\\integration\\StrictHeterogeneousConcurrencyBasedQueueListener.java', ""[Errno 2] No such file or directory: 'D:\\\\ki9\\\\SEP490\\\\ArrowCode\\\\ARROW-paper\\\\ARROW\\\\runs\\\\sample_selection\\\\distributed\\\\shard-2\\\\candidates\\\\00833_216000802_216000802_49\\\\workspace\\\\rqueue-spring\\\\src\\\\test\\\\java\\\\com\\\\github\\\\sonus21\\\\rqueue\\\\spring\\\\tests\\\\integration\\\\StrictHeterogeneousConcurrencyBasedQueueListener.java'""), ('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\216000802\\rqueue-spring\\src\\test\\java\\com\\github\\sonus21\\rqueue\\spring\\tests\\integration\\WeightedHeterogeneousConcurrencyBasedQueueListener.java', 'D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\runs\\sample_selection\\distributed\\shard-2\\candidates\\00833_216000802_216000802_49\\workspace\\rqueue-spring\\src\\test\\java\\com\\github\\sonus21\\rqueue\\spring\\tests\\integration\\WeightedHeterogeneousConcurrencyBasedQueueListener.java', ""[Errno 2] No such file or directory: 'D:\\\\ki9\\\\SEP490\\\\ArrowCode\\\\ARROW-paper\\\\ARROW\\\\runs\\\\sample_selection\\\\distributed\\\\shard-2\\\\candidates\\\\00833_216000802_216000802_49\\\\workspace\\\\rqueue-spring\\\\src\\\\test\\\\java\\\\com\\\\github\\\\sonus21\\\\rqueue\\\\spring\\\\tests\\\\integration\\\\WeightedHeterogeneousConcurrencyBasedQueueListener.java'""), ('D:\\ki9\\SEP490\\ArrowCode\\ARROW-paper\\ARROW\\repos\\216000802\\rqueue-spring-boot-reactive-example\\src\\test\\java\\com\\github\\sonus21\\task\\executor\\RqueueReactiveTaskExecutorApplicationTests.jav",16.890,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00833_216000802_216000802_49
838,16479425,16479425_1.json,https://github.com/owntracks/android,WelcomeAdapter,project/app/src/main/java/org/owntracks/android/ui/welcome/WelcomeAdapter.java,production,,,,getCount,4,@Override public,False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.031,D:\ki9\SEP490\ArrowCode\ARROW-paper\ARROW\runs\sample_selection\distributed\shard-2\candidates\00838_16479425_16479425_1
