candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,source_layout,class_kind,is_abstract,class_loc,focal_method_name,focal_method_loc,focal_method_modifiers,has_control_flow,has_observable_output,constructor_dependency_count,external_dependency_risk,external_risk_reasons,testability_score,semantic_status,semantic_exclusion_reason,build_tool,module_path,testing_framework,detected_java_version,selected_java_home,java_selection_reason,checkout_revision,clone_attempts,baseline_passes_required,baseline_passes_completed,baseline_states,classpath_resolved,classpath_exit_code,focal_class_fqcn,focal_bytecode_found,probe_target_state,probe_module_state,offline_baseline_state,eligibility_status,exclusion_stage,exclusion_reason,elapsed_seconds,artifact_dir
441,60240214,60240214_42.json,https://github.com/apache/phoenix-tephra,TransactionAwareHTable,tephra-hbase-compat-1.4-base/src/main/java/org/apache/tephra/hbase/TransactionAwareHTable.java,production,class,False,596,get,7,@Override public,True,True,1,False,,8,ELIGIBLE,,maven,tephra-hbase-compat-1.4-base,junit4,${project.parent.basedir}/src/main/java,/opt/homebrew/Cellar/openjdk@17/17.0.19/libexec/openjdk.jdk/Contents/Home,JDK ${project.parent.basedir}/src/main/java not mapped; using build.java_default,,1,2,1,ASSERTION_FAILED,,,org.apache.tephra.hbase.TransactionAwareHTable,,,,,EXCLUDED,baseline,[info] apache tephra ...................................... failure [ 1.911 s],4.421,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00441_60240214_60240214_42
446,3242289,3242289_1.json,https://github.com/warmshowers/wsandroid,AuthenticatorActivity,app/src/main/java/fi/bitrite/android/ws/ui/AuthenticatorActivity.java,production,class,False,227,areAllInputsNotEmpty,5,@VisibleForTesting,True,True,0,False,,10,ELIGIBLE,,gradle,app,junit4,1,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,using compatible JDK 8 from build.java_homes.java-8 for Java 1,1b692607d8582bf768e66b1836aa2e746db4abd6,1,2,1,ASSERTION_FAILED,,,fi.bitrite.android.ws.ui.AuthenticatorActivity,,,,,EXCLUDED,baseline,failure: build failed with an exception.,97.845,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00446_3242289_3242289_1
451,65144978,65144978_15.json,https://github.com/helloworldtang/spring-boot-cookbook,Subject,learning-demo/src/main/java/com/tangcheng/learning/eventbus/Subject.java,production,,,,dispatchObserverEvent,3,public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00451_65144978_65144978_15
456,48174668,48174668_4.json,https://github.com/Orange-OpenSource/ocara,DocxWriter,app/src/main/java/com/orange/ocara/ui/intent/export/docx/DocxWriter.java,production,class,False,103,export,28,public,True,True,0,True,filesystem,9,EXCLUDED,external_dependency_risk:filesystem,,,,,,,ba2c40d646e7bd0d92856cd8369884490ed75d30,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:filesystem,218.291,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00456_48174668_48174668_4
461,69984723,69984723_0.json,https://github.com/lvanyal/directly,LoadingPresenter,app/src/main/java/com/iph/directly/presenter/LoadingPresenter.java,production,,,,start,12,public,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00461_69984723_69984723_0
466,30883458,30883458_0.json,https://github.com/jwiesel/sfdcCommander,CommanderPropertiesHandler,sfdcCommander/src/main/java/de/sfdccommander/controller/CommanderPropertiesHandler.java,production,class,False,129,loadProperties,68,public final,True,True,1,True,filesystem,9,EXCLUDED,external_dependency_risk:filesystem,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:filesystem,2.185,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00466_30883458_30883458_0
471,28901545,28901545_0.json,https://github.com/cwind001/CwindJavaLab,DateUtils,AdvancedJava/src/main/java/com/cwind/timezone/DateUtils.java,production,class,False,18,transform,5,public static,False,True,0,False,,6,EXCLUDED,testability_score_below_7,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,testability_score_below_7,1.912,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00471_28901545_28901545_0
476,69363264,69363264_0.json,https://github.com/bertilmuth/requirementsascode,FreeMarkerEngine,requirementsascodeextract/src/main/java/org/requirementsascode/extract/freemarker/FreeMarkerEngine.java,production,,,,extract,5,public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.000,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00476_69363264_69363264_0
481,22430910,22430910_2.json,https://github.com/spaziocodice/jena-nosql,DefaultConfigurator,jena-nosql-framework/src/main/java/org/gazzax/labs/jena/nosql/fwk/configuration/DefaultConfigurator.java,production,,,,configure,4,@Override public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.000,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00481_22430910_22430910_2
486,125645968,125645968_29.json,https://github.com/sharplab/spring-security-webauthn,WebAuthnSecurityExpression,webauthn4j-spring-security-core/src/main/java/com/webauthn4j/springframework/security/WebAuthnSecurityExpression.java,production,class,False,34,isWebAuthnAuthenticated,7,public,True,True,0,False,,9,ELIGIBLE,,gradle,webauthn4j-spring-security-core,junit5,17,/opt/homebrew/Cellar/openjdk@17/17.0.19/libexec/openjdk.jdk/Contents/Home,matched build.java_homes.java-17,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,com.webauthn4j.springframework.security.WebAuthnSecurityExpression,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,156.816,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00486_125645968_125645968_29
491,77066767,77066767_6.json,https://github.com/eclipse/repairnator,ComputeDir,src/repairnator-pipeline/src/main/java/fr/inria/spirals/repairnator/process/step/paths/ComputeDir.java,production,class,False,189,searchForDirs,108,protected,True,True,2,True,filesystem,9,EXCLUDED,external_dependency_risk:filesystem,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:filesystem,8.157,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00491_77066767_77066767_6
496,52478731,52478731_38.json,https://github.com/PavlidisLab/Gemma,QuantitationTypeParameterGuesser,gemma-core/src/main/java/ubic/gemma/core/loader/expression/geo/QuantitationTypeParameterGuesser.java,production,class,False,609,guessScaleType,18,protected static,True,True,0,True,filesystem,8,EXCLUDED,external_dependency_risk:filesystem,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:filesystem,7.846,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00496_52478731_52478731_38
501,90011594,90011594_44.json,https://github.com/Flash3388/FlashLib,SyncPipeJunction,flashlib.vision.core/src/main/java/com/flash3388/flashlib/vision/SyncPipeJunction.java,production,,,,process,6,@Override public,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00501_90011594_90011594_44
506,3376848,3376848_4.json,https://github.com/selenide/selenide,WebDriverThreadLocalContainer,statics/src/main/java/com/codeborne/selenide/impl/WebDriverThreadLocalContainer.java,production,class,False,249,getAndCheckWebDriver,16,@Override @CheckReturnValue @Nonnull public,True,True,0,False,,10,ELIGIBLE,,gradle,statics,junit5,unknown,/opt/homebrew/Cellar/openjdk@17/17.0.19/libexec/openjdk.jdk/Contents/Home,Gradle 8.4 requires compatible JDK 17; matched build.java_homes.java-17,a1b5a9f296c9f1512c61916cc1c36b68e15f781b,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,com.codeborne.selenide.impl.WebDriverThreadLocalContainer,True,TARGET_TEST_PASSED,COMPILE_FAILED,,EXCLUDED,probe_module,java.lang.assertionerror: architecture violation [priority: medium] - rule 'no classes should access classes that are assignable to org.junit.jupiter.api.assertions' was violated (1 times):,47.541,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00506_3376848_3376848_4
511,21404821,21404821_21.json,https://github.com/google/openrtb-doubleclick,CSVParser,doubleclick-core/src/main/java/com/google/doubleclick/util/impl/CSVParser.java,production,,,,parse,4,public,False,True,,,,,ELIGIBLE,,,,,,,,,,2,0,,,,,,,,,EXCLUDED,setup,"RuntimeError: Repository setup failed after 3 attempts: CalledProcessError: Command '['git', '-c', 'core.longpaths=true', 'clone', '--depth', '1', 'https://github.com/google/openrtb-doubleclick', '/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/repos/21404821']' returned non-zero exit status 128.",8.456,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00511_21404821_21404821_21
516,36288389,36288389_1180.json,https://github.com/ifnul/ums-backend,SalaryTypeQueryBuilder,is-lnu-persistence/src/main/java/org/lnu/is/dao/builder/salary/type/SalaryTypeQueryBuilder.java,production,class,False,28,build,9,@Override protected,False,True,0,False,,7,ELIGIBLE,,maven,is-lnu-persistence,junit4,8,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,matched build.java_homes.java-8,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,1,org.lnu.is.dao.builder.salary.type.SalaryTypeQueryBuilder,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,25.068,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00516_36288389_36288389_1180
521,25088312,25088312_1.json,https://github.com/imazen/folioxml,ExportRunner,commandline/src/folioxml/export/ExportRunner.java,nonstandard,,,,Index,7,public,False,False,,,,,EXCLUDED,source_layout:nonstandard;no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,source_layout:nonstandard;no_observable_behavior,0.001,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00521_25088312_25088312_1
526,155342006,155342006_0.json,https://github.com/RightMesh/Terra,CoreConfiguration,libdtn-core/src/main/java/io/left/rightmesh/libdtn/core/CoreConfiguration.java,production,class,False,226,get,5,"@SuppressWarnings(""unchecked"") @Override public",False,True,0,False,,7,ELIGIBLE,,gradle,libdtn-core,junit4,1,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,using compatible JDK 8 from build.java_homes.java-8 for Java 1,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,1,io.left.rightmesh.libdtn.core.CoreConfiguration,True,TEST_DISCOVERY_FAILED,,,EXCLUDED,probe_target,test discovery failed,39.844,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00526_155342006_155342006_0
531,38952211,38952211_14.json,https://github.com/dengdaiyemanren/onetopiconeday,MkStdDirExec,com.onetopic.mkstddir/src/main/java/org/com/onetopic/mkstddir/MkStdDirExec.java,production,class,False,171,parseLineContent,5,public,False,True,0,True,filesystem,7,EXCLUDED,external_dependency_risk:filesystem,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:filesystem,3.978,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00531_38952211_38952211_14
536,8166928,8166928_1.json,https://github.com/Lugribossk/dropwizard-experiment,CrudService,common/common-server/src/main/java/bo/gotthardt/rest/CrudService.java,production,class,False,58,fetchById,7,public,True,True,2,False,,9,ELIGIBLE,,maven,common/common-server,junit4,8,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,matched build.java_homes.java-8,,1,2,1,RUNTIME_FAILED,,,bo.gotthardt.rest.CrudService,,,,,EXCLUDED,baseline,[error] [error] some problems were encountered while processing the poms:,2.653,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00536_8166928_8166928_1
541,88632627,88632627_96.json,https://github.com/headwirecom/peregrine-cms,XMLBuilder,platform/base/core/src/main/java/com/peregrine/sitemap/XMLBuilder.java,production,class,False,95,addElement,8,public,True,True,0,False,,10,ELIGIBLE,,maven,platform/base/core,junit4,11,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-11/Contents/Home,matched build.java_homes.java-11,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,1,com.peregrine.sitemap.XMLBuilder,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,107.778,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00541_88632627_88632627_96
546,229095535,229095535_4.json,https://github.com/andifalk/cloud-native-microservices-security,LibraryUserDetailsService,lab6/library-server-container-rootless/src/main/java/com/example/libraryserver/security/LibraryUserDetailsService.java,production,class,False,43,loadUserByUsername,7,@Override public,False,True,1,False,,8,ELIGIBLE,,gradle,lab6/library-server-container-rootless,junit5,11,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-11/Contents/Home,matched build.java_homes.java-11,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,com.example.libraryserver.security.LibraryUserDetailsService,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,147.491,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00546_229095535_229095535_4
551,83122389,83122389_0.json,https://github.com/curioswitch/curiostack,UpdateIntelliJSdksTask,tools/gradle-plugins/gradle-curiostack-plugin/src/main/java/org/curioswitch/gradle/plugins/curiostack/tasks/UpdateIntelliJSdksTask.java,production,,,,exec,68,@TaskAction public,True,True,,,,,ELIGIBLE,,,,,,,,,,2,0,,,,,,,,,EXCLUDED,setup,"RuntimeError: Repository setup failed after 3 attempts: CalledProcessError: Command '['git', '-c', 'core.longpaths=true', 'clone', '--depth', '1', 'https://github.com/curioswitch/curiostack', '/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/repos/83122389']' returned non-zero exit status 128.",8.412,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00551_83122389_83122389_0
556,30047349,30047349_76.json,https://github.com/performancecopilot/parfait,Specification,parfait-agent/src/main/java/io/pcp/parfait/Specification.java,production,,,,getUnits,3,,True,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.001,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00556_30047349_30047349_76
561,89524112,89524112_4.json,https://github.com/e13mort/stf-console-client,StfCommander,client/src/main/java/com/github/e13mort/stf/console/StfCommander.java,production,,,,createCommander,12,private static,True,True,,,,,EXCLUDED,focal_method_not_directly_testable,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,focal_method_not_directly_testable,0.000,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00561_89524112_89524112_4
566,1584558,1584558_0.json,https://github.com/abrageddon/SuDoKuBoTu,HiddenSingleMaskFactory,src/sudokubotu/HiddenSingleMaskFactory.java,nonstandard,,,,isHiddenSingle,18,public static,True,True,,,,,EXCLUDED,source_layout:nonstandard,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,source_layout:nonstandard,0.000,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00566_1584558_1584558_0
571,82007769,82007769_25.json,https://github.com/Teradata/jaqy,AzurePathHandler,jaqy-azure/src/main/java/com/teradata/jaqy/azure/AzurePathHandler.java,production,class,False,62,getPath,27,@Override public,True,True,0,False,,9,ELIGIBLE,,maven,jaqy-azure,junit4,8,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,matched build.java_homes.java-8,,1,2,1,ASSERTION_FAILED,,,com.teradata.jaqy.azure.AzurePathHandler,,,,,EXCLUDED,baseline,"[info] tests run: 7, failures: 0, errors: 0, skipped: 0, time elapsed: 0.426 s -- in com.teradata.jaqy.resultset.inmemoryresultsettest",26.124,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00571_82007769_82007769_25
576,226116772,226116772_2.json,https://github.com/noisky/CheckDomain,MailServiceImpl,CheckDomain/src/main/java/me/ffis/checkdomain/service/impl/MailServiceImpl.java,production,class,False,111,sendSimpleMail,42,@Async @Override public,True,True,0,False,,9,ELIGIBLE,,maven,CheckDomain,junit4,8,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,matched build.java_homes.java-8,,1,2,1,RUNTIME_FAILED,,,me.ffis.checkdomain.service.impl.MailServiceImpl,,,,,EXCLUDED,baseline,error:java.lang.illegalstateexception:failed to load applicationcontext,9.805,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00576_226116772_226116772_2
581,16006160,16006160_1.json,https://github.com/chirauraNoSakusha/chiraura,A,src/nippon/kawauso/chiraura/a/A.java,nonstandard,,,,main,72,public static,True,False,,,,,EXCLUDED,source_layout:nonstandard;no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,source_layout:nonstandard;no_observable_behavior,0.001,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00581_16006160_16006160_1
586,16727992,16727992_3.json,https://github.com/endava-workshop/endava-akka-workshop,WebContentTools,WebCrawlerAKKA/src/main/java/com/en_workshop/webcrawlerakka/tools/WebContentTools.java,production,class,False,121,normalizeURLLink,55,public static,True,True,0,True,network,9,EXCLUDED,external_dependency_risk:network,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:network,5.689,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00586_16727992_16727992_3
591,3781210,3781210_45.json,https://github.com/spring-projects/spring-mobile-urbanairship,PushTemplate,spring-mobile-urbanairship/src/main/java/org/springframework/mobile/urbanairship/impl/PushTemplate.java,production,class,False,76,pushNotification,12,public,True,True,1,False,,9,ELIGIBLE,,gradle,.,junit4,5,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,using compatible JDK 8 from build.java_homes.java-8 for Java 5,,1,2,1,ASSERTION_FAILED,,,org.springframework.mobile.urbanairship.impl.PushTemplate,,,,,EXCLUDED,baseline,[1m> loading[22m[9d[0k[31mfailure: [39m,7.730,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00591_3781210_3781210_45
596,161651256,161651256_7.json,https://github.com/jellyfin/jellyfin-androidtv,CustomSeekProvider,app/src/main/java/org/jellyfin/androidtv/ui/playback/overlay/CustomSeekProvider.java,production,class,False,26,getSeekPositions,5,@Override public,True,True,1,False,,10,ELIGIBLE,,gradle,app,junit4,1,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,using compatible JDK 8 from build.java_homes.java-8 for Java 1,2de77f5719a847936d974503c648f73552342cc8,1,2,1,ASSERTION_FAILED,,,org.jellyfin.androidtv.ui.playback.overlay.CustomSeekProvider,,,,,EXCLUDED,baseline,failure: build failed with an exception.,79.267,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00596_161651256_161651256_7
601,24880683,24880683_0.json,https://github.com/AndersDJohnson/jackson-json-reference,JsonReferenceCli,jackson-json-reference-cli/src/main/java/me/andrz/jackson/JsonReferenceCli.java,production,,,,main,21,public static,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00601_24880683_24880683_0
606,46348026,46348026_9.json,https://github.com/Karumi/Dexter,MultiplePermissionListenerThreadDecorator,dexter/src/main/java/com/karumi/dexter/MultiplePermissionListenerThreadDecorator.java,production,,,,onPermissionRationaleShouldBeShown,8,@Override public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00606_46348026_46348026_9
611,126002586,126002586_10.json,https://github.com/OpenJavaCard/openjavacard-tools,SCPProtocolPolicy,globalplatform/src/main/java/org/openjavacard/gp/scp/SCPProtocolPolicy.java,production,,,,checkProtocol,3,public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.000,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00611_126002586_126002586_10
616,32834215,32834215_16.json,https://github.com/sockeqwe/mosby,DefaultAccountManager,sample-mail/src/main/java/com/hannesdorfmann/mosby3/sample/mail/model/account/DefaultAccountManager.java,production,class,False,50,doLogin,17,@Override public,True,True,0,True,nondeterminism,8,EXCLUDED,external_dependency_risk:nondeterminism,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:nondeterminism,2.380,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00616_32834215_32834215_16
621,1619254,1619254_57.json,https://github.com/kiegroup/drools-chance,DiscreteDistributionStrategy,drools-chance-core/src/main/java/org/drools/chance/distribution/probability/discrete/DiscreteDistributionStrategy.java,production,class,False,281,parse,22,public,True,True,2,False,,10,ELIGIBLE,,maven,drools-chance-core,junit4,5,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,using compatible JDK 8 from build.java_homes.java-8 for Java 5,,1,2,1,RUNTIME_FAILED,,,org.drools.chance.distribution.probability.discrete.DiscreteDistributionStrategy,,,,,EXCLUDED,baseline,[error] [error] some problems were encountered while processing the poms:,5.192,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00621_1619254_1619254_57
626,49943894,49943894_101.json,https://github.com/MissionCriticalCloudOldRepos/cosmic-core,BareMetalRemovalUpdater,engine/schema/src/main/java/com/cloud/upgrade/dao/BareMetalRemovalUpdater.java,production,,,,findAndUpdateRowsThatReferenceBareMetal,14,public,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00626_49943894_49943894_101
631,106613119,106613119_310.json,https://github.com/atlasmap/atlasmap,StringPatternValidator,lib/core/src/main/java/io/atlasmap/validators/StringPatternValidator.java,production,class,False,73,supports,4,@Override public,True,True,3,False,,9,ELIGIBLE,,maven,lib/core,junit5,unknown,/opt/homebrew/Cellar/openjdk@17/17.0.19/libexec/openjdk.jdk/Contents/Home,no project java version detected; using build.java_default,,1,2,1,ASSERTION_FAILED,,,io.atlasmap.validators.StringPatternValidator,,,,,EXCLUDED,baseline,"[[1;34minfo[m] [1;32mtests run: [0;1;32m10[m, failures: 0, errors: 0, skipped: 0, time elapsed: 0.183 s - in io.atlasmap.v2.[1matlasmodelfactorytest[m",59.494,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00631_106613119_106613119_310
636,33903657,33903657_18.json,https://github.com/davidehringer/xml-matchers,XmlConverters,xml-matchers/src/main/java/org/xmlmatchers/transform/XmlConverters.java,production,class,False,73,the,3,public static,False,True,0,False,,7,ELIGIBLE,,maven,xml-matchers,junit4,5,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,using compatible JDK 8 from build.java_homes.java-8 for Java 5,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,org.xmlmatchers.transform.XmlConverters,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,13.241,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00636_33903657_33903657_18
641,107330274,107330274_186.json,https://github.com/Netflix/titus-control-plane,DefaultAgentCache,titus-server-master/src/main/java/com/netflix/titus/master/agent/service/cache/DefaultAgentCache.java,production,,,,getAgentInstances,4,@Override public,False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.001,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00641_107330274_107330274_186
646,3687614,3687614_40.json,https://github.com/bsblabs/embed-for-vaadin,EmbedVaadin,com.bsb.common.vaadin.embed/src/main/java/com/bsb/common/vaadin/embed/support/EmbedVaadin.java,production,class,False,61,forComponent,3,public static,False,True,0,False,,7,ELIGIBLE,,maven,com.bsb.common.vaadin.embed,junit4,5,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/Java-version/java-8/Contents/Home,using compatible JDK 8 from build.java_homes.java-8 for Java 5,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,com.bsb.common.vaadin.embed.support.EmbedVaadin,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,21.473,/Users/dungng/FPT/Ki 9/SET490/ARROW-paper/ARROW/runs/sample_selection/distributed/shard-0/candidates/00646_3687614_3687614_40
