candidate_rank,project_id,sample_file,repository_url,focal_class,focal_class_path,source_layout,class_kind,is_abstract,class_loc,focal_method_name,focal_method_loc,focal_method_modifiers,has_control_flow,has_observable_output,constructor_dependency_count,external_dependency_risk,external_risk_reasons,testability_score,semantic_status,semantic_exclusion_reason,build_tool,module_path,testing_framework,detected_java_version,selected_java_home,java_selection_reason,checkout_revision,clone_attempts,baseline_passes_required,baseline_passes_completed,baseline_states,classpath_resolved,classpath_exit_code,focal_class_fqcn,focal_bytecode_found,probe_target_state,probe_module_state,offline_baseline_state,eligibility_status,exclusion_stage,exclusion_reason,elapsed_seconds,artifact_dir
557,4300205,4300205_2.json,https://github.com/facebookarchive/nifty,PollingMultiFileWatcher,nifty-ssl/src/main/java/com/facebook/nifty/ssl/PollingMultiFileWatcher.java,production,,,,getStats,3,public,False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00557_4300205_4300205_2
562,81125398,81125398_39.json,https://github.com/pilosa/java-pilosa,Validator,com.pilosa.client/src/main/java/com/pilosa/client/Validator.java,production,class,False,100,ensureValidKey,5,public static,True,True,0,False,,10,ELIGIBLE,,maven,com.pilosa.client,junit4,7,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,using compatible JDK 8 from build.java_homes.java-8 for Java 7,,1,2,1,RUNTIME_FAILED,,,com.pilosa.client.Validator,,,,,EXCLUDED,baseline,error:java.io.filenotfoundexception:<path> (the system cannot find the path specified),26.264,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00562_81125398_81125398_39
567,33782165,33782165_34.json,https://github.com/dogecoin/libdohj,AbstractDogecoinParams,core/src/main/java/org/libdohj/params/AbstractDogecoinParams.java,production,class,True,413,getBlockSubsidy,14,@Override public,True,True,1,False,,10,EXCLUDED,non_concrete:class:abstract,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,non_concrete:class:abstract,113.375,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00567_33782165_33782165_34
572,35185761,35185761_14.json,https://github.com/pedrovgs/Nox,CircularShape,nox/src/main/java/com/github/pedrovgs/nox/shape/CircularShape.java,production,,,,calculate,15,@Override public,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00572_35185761_35185761_14
577,65977170,65977170_8.json,https://github.com/basst314/space,ServerEngineImpl,space-server/src/main/java/com/space/server/engine/impl/ServerEngineImpl.java,production,,,,startGame,40,@Override public,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00577_65977170_65977170_8
582,194586350,194586350_6.json,https://github.com/metatron-app/discovery-spark-engine,Pair,discovery-prep-parser/src/main/java/app/metatron/discovery/prep/parser/preparation/rule/expr/Pair.java,production,class,False,81,lhsComparator,8,public static,True,True,2,False,,9,ELIGIBLE,,maven,discovery-prep-parser,junit4,8,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,matched build.java_homes.java-8,,1,2,1,ASSERTION_FAILED,,,app.metatron.discovery.prep.parser.preparation.rule.expr.Pair,,,,,EXCLUDED,baseline,"failure:org.junit.comparisonfailure:expected:<...'abc', global=true, []row=(sales > 10)}> but was:<...'abc', global=true, [ignorecase=null, quote='', ]row=(sales > 10)}>",22.285,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00582_194586350_194586350_6
587,4718003,4718003_4.json,https://github.com/dolfdijkstra/gst-foundation,BaseFactory,gsf-legacy/src/main/java/com/fatwire/gst/foundation/controller/action/support/BaseFactory.java,production,class,True,337,getObject,20,@Override public final,True,True,1,False,,9,EXCLUDED,non_concrete:class:abstract,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,non_concrete:class:abstract,2.753,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00587_4718003_4718003_4
592,58236838,58236838_1.json,https://github.com/adriancretu/beacons-android,EddystoneURL,beacons-android/src/main/java/com/uriio/beacons/model/EddystoneURL.java,production,class,False,155,encode,41,public static,True,True,1,False,,10,ELIGIBLE,,gradle,beacons-android,junit4,unknown,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,Gradle 4.6 requires compatible JDK 8; matched build.java_homes.java-8,,1,2,1,ASSERTION_FAILED,,,com.uriio.beacons.model.EddystoneURL,,,,,EXCLUDED,baseline,failure: build failed with an exception.,16.418,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00592_58236838_58236838_1
597,99116944,99116944_34.json,https://github.com/m2049r/xmrwallet,OpenAliasHelper,app/src/main/java/com/m2049r/xmrwallet/util/OpenAliasHelper.java,production,class,False,213,parse,3,public static,False,True,0,True,nondeterminism,7,EXCLUDED,external_dependency_risk:nondeterminism,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:nondeterminism,2.971,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00597_99116944_99116944_34
602,125985734,125985734_35.json,https://github.com/PacktPublishing/Full-Stack-Development-with-JHipster,WebConfigurer,Chapter10/gateway/src/main/java/com/mycompany/myapp/config/WebConfigurer.java,production,class,False,177,corsFilter,14,@Bean public,True,True,3,True,framework_context|filesystem,9,EXCLUDED,external_dependency_risk:framework_context|filesystem,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:framework_context|filesystem,6.646,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00602_125985734_125985734_35
607,8134070,8134070_3.json,https://github.com/MrCsabaToth/SOEMPI,UserManagerImpl,openempi/core/src/main/java/org/openhie/openempi/service/impl/UserManagerImpl.java,production,class,False,181,saveUser,42,public,True,True,0,False,,9,ELIGIBLE,,maven,openempi\core,junit4,5,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,using compatible JDK 8 from build.java_homes.java-8 for Java 5,,1,2,1,ASSERTION_FAILED,,,org.openhie.openempi.service.impl.UserManagerImpl,,,,,EXCLUDED,baseline,[info] build failure,29.168,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00607_8134070_8134070_3
612,56074333,56074333_2.json,https://github.com/blocoio/cardcase,GetReceivedCards,app/src/main/java/io/bloco/cardcase/domain/GetReceivedCards.java,production,,,,get,4,public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00612_56074333_56074333_2
617,45384078,45384078_21.json,https://github.com/ngs-doo/dsl-json,NumberConverter,library/src/main/java/com/dslplatform/json/NumberConverter.java,production,class,True,1660,deserializeNumber,20,public static,True,True,0,False,,8,EXCLUDED,non_concrete:class:abstract,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,non_concrete:class:abstract,3.942,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00617_45384078_45384078_21
622,83664920,83664920_81.json,https://github.com/racodond/sonar-css-plugin,ExperimentalNotLessFunctionCheck,css-checks/src/main/java/org/sonar/css/checks/less/ExperimentalNotLessFunctionCheck.java,production,,,,setFunctionsToExclude,4,@VisibleForTesting,False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00622_83664920_83664920_81
627,13886663,13886663_11.json,https://github.com/oskopek/carcv,BasicReportGenerator,carcv-webapp/src/main/java/org/carcv/web/reports/BasicReportGenerator.java,production,,,,exportFile,7,public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00627_13886663_13886663_11
632,74765344,74765344_8.json,https://github.com/mauro-idsia/blip,BIC,core/src/main/java/ch/idsia/blip/core/utils/score/BIC.java,production,,,,BIC,3,public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00632_74765344_74765344_8
637,83275514,83275514_37.json,https://github.com/vrk-kpa/REST-adapter-service,ProviderGatewayUtil,src/src/main/java/fi/vrk/xroad/restadapterservice/util/ProviderGatewayUtil.java,production,class,False,372,generateHttpHeaders,29,public static,True,True,0,False,,9,ELIGIBLE,,maven,src,junit4,8,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,matched build.java_homes.java-8,,1,2,1,ASSERTION_FAILED,,,fi.vrk.xroad.restadapterservice.util.ProviderGatewayUtil,,,,,EXCLUDED,baseline,[info] build failure,13.966,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00637_83275514_83275514_37
642,114688767,114688767_202.json,https://github.com/SkyfengBiuBiu/Proto3_graphhopper,GHIntArrayList,core/src/main/java/com/graphhopper/coll/GHIntArrayList.java,production,class,False,69,fill,7,public final,True,True,0,False,,10,ELIGIBLE,,maven,core,junit4,7,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,using compatible JDK 8 from build.java_homes.java-8 for Java 7,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,com.graphhopper.coll.GHIntArrayList,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,98.983,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00642_114688767_114688767_202
647,9306260,9306260_1.json,https://github.com/anjlab/anjlab-tapestry-commons,PropertyTypeValidator,anjlab-tapestry-config/src/main/java/com/anjlab/tapestry5/config/PropertyTypeValidator.java,production,,,,validate,22,@Override public,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00647_9306260_9306260_1
652,5459107,5459107_4.json,https://github.com/square/cascading-helpers,Pump,cascading-helpers/src/main/java/com/squareup/cascading_helpers/pump/Pump.java,production,class,True,152,failOnNull,3,public,False,True,0,False,,8,EXCLUDED,non_concrete:class:abstract,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,non_concrete:class:abstract,1.770,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00652_5459107_5459107_4
657,83414665,83414665_3.json,https://github.com/jplu/ADEL,MajorityVotingTypeOverlapResolution,adel-recognition/src/main/java/fr/eurecom/adel/recognition/implementation/repositories/typeoverlapresolution/majorityvoting/MajorityVotingTypeOverlapResolution.java,production,,,,resolveTypeOverlapping,19,@Override public final,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00657_83414665_83414665_3
662,45682878,45682878_2.json,https://github.com/SecUSo/privacy-friendly-sudoku,GameController,app/src/main/java/org/secuso/privacyfriendlysudoku/controller/GameController.java,production,,,,selectCell,27,public,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00662_45682878_45682878_2
667,50876997,50876997_2.json,https://github.com/manolovn/cssdroid,CssDroidSyntaxParser,cssdroid/src/main/java/com/manolovn/cssdroid/parser/CssDroidSyntaxParser.java,production,class,False,177,parseTokens,9,public,True,True,0,False,,10,ELIGIBLE,,gradle,cssdroid,junit4,unknown,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,Gradle 2.8 requires compatible JDK 8; matched build.java_homes.java-8,,1,2,1,ASSERTION_FAILED,,,com.manolovn.cssdroid.parser.CssDroidSyntaxParser,,,,,EXCLUDED,baseline,failure: build failed with an exception.,31.139,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00667_50876997_50876997_2
672,99569378,99569378_91.json,https://github.com/truecaller/android-actors-library,LooperActorThread,actors-library/src/main/java/com/truecaller/androidactors/LooperActorThread.java,production,class,False,69,bind,7,@NonNull @Override public,False,True,3,False,,7,ELIGIBLE,,gradle,actors-library,junit4,1,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,using compatible JDK 8 from build.java_homes.java-8 for Java 1,,1,2,1,ASSERTION_FAILED,,,com.truecaller.androidactors.LooperActorThread,,,,,EXCLUDED,baseline,failure: build failed with an exception.,62.718,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00672_99569378_99569378_91
677,4732484,4732484_0.json,https://github.com/julienledem/brennus,Specializer,brennus-asm/src/main/java/brennus/asm/specializer/Specializer.java,production,class,False,330,specialize,6,public,True,True,0,False,,9,ELIGIBLE,,maven,brennus-asm,junit4,7,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,using compatible JDK 8 from build.java_homes.java-8 for Java 7,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,1,brennus.asm.specializer.Specializer,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,49.191,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00677_4732484_4732484_0
682,56027154,56027154_2.json,https://github.com/davidmoten/state-machine,Property,state-machine-persistence/src/main/java/com/github/davidmoten/fsm/persistence/Property.java,production,class,False,54,list,5,public static,False,True,2,False,,8,ELIGIBLE,,maven,state-machine-persistence,junit4,${maven.compiler.target},G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-17,JDK ${maven.compiler.target} not mapped; using build.java_default,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,1,com.github.davidmoten.fsm.persistence.Property,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,124.380,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00682_56027154_56027154_2
687,133381280,133381280_55.json,https://github.com/sofastack/sofa-lookout,NameUtils,client/lookout-reg-dropwizard/src/main/java/com/alipay/lookout/dropwizard/metrics/NameUtils.java,production,class,False,37,toMetricName,3,static,False,True,0,False,,7,ELIGIBLE,,maven,client\lookout-reg-dropwizard,junit4,unknown,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-17,no project java version detected; using build.java_default,,1,2,1,ASSERTION_FAILED,,,com.alipay.lookout.dropwizard.metrics.NameUtils,,,,,EXCLUDED,baseline,[info] com.alipay.sofa.lookout:lookout-client-parent ...... failure [ 4.327 s],11.866,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00687_133381280_133381280_55
692,46308509,46308509_0.json,https://github.com/CogComp/lbjava,Main,lbjava/src/main/java/edu/illinois/cs/cogcomp/lbjava/Main.java,production,,,,runSemanticAnalysis,18,public static,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.002,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00692_46308509_46308509_0
697,206322,206322_3.json,https://github.com/apache/maven-plugins,EjbHelper,maven-ejb-plugin/src/main/java/org/apache/maven/plugins/ejb/EjbHelper.java,production,class,False,97,isClassifierValid,12,public static,True,True,0,True,filesystem,9,EXCLUDED,external_dependency_risk:filesystem,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:filesystem,24.198,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00697_206322_206322_3
702,23360533,23360533_10.json,https://github.com/cqframework/clinical_quality_language,QuickstartCqlVisitor,Src/java-quickstart/src/main/java/org/cqframework/cql/quickstart/QuickstartCqlVisitor.java,production,,,,getVariables,3,public,False,True,,,,,EXCLUDED,trivial_focal_method,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00702_23360533_23360533_10
707,7823906,7823906_10.json,https://github.com/culturecommunication/ginco,ConceptHierarchyUtil,ginco-commons/src/main/java/fr/mcc/ginco/utils/ConceptHierarchyUtil.java,production,class,False,84,getSuperOrdinate,31,public static,True,True,0,False,,10,ELIGIBLE,,maven,ginco-commons,junit4,7,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,using compatible JDK 8 from build.java_homes.java-8 for Java 7,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,1,fr.mcc.ginco.utils.ConceptHierarchyUtil,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,46.506,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00707_7823906_7823906_10
712,124900009,124900009_6.json,https://github.com/rromannissen/rhoar-microservices-demo,Order,gateway/src/main/java/org/meetup/openshift/rhoar/gateway/model/Order.java,production,class,False,44,getTotalAmmount,10,public,True,True,0,False,,10,ELIGIBLE,,maven,gateway,junit4,8,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,matched build.java_homes.java-8,,1,2,1,COMPILE_FAILED,,,org.meetup.openshift.rhoar.gateway.model.Order,,,,,EXCLUDED,baseline,java.lang.assertionerror:,714.577,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00712_124900009_124900009_6
717,240466,240466_8.json,https://github.com/apache/geronimo-xbean,JarArchive,xbean-finder/src/main/java/org/apache/xbean/finder/archive/JarArchive.java,production,class,False,222,getBytecode,16,public,True,True,2,True,filesystem,9,EXCLUDED,external_dependency_risk:filesystem,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:filesystem,3.006,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00717_240466_240466_8
722,1407946,1407946_5.json,https://github.com/cuisines/tizzit,PanLine,tizzit-richclient/src/main/java/de/juwimm/cms/content/panel/PanLine.java,production,class,False,174,getCustomWidth,7,public,True,True,0,False,,10,ELIGIBLE,,maven,tizzit-richclient,junit4,${pom.basedir}/src/main/groovy/versionXMLManipulator.groovy,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-17,JDK ${pom.basedir}/src/main/groovy/versionXMLManipulator.groovy not mapped; using build.java_default,,1,2,1,COMPILE_FAILED,,,de.juwimm.cms.content.panel.PanLine,,,,,EXCLUDED,baseline,[warning] org.tizzit:tizzit-core:<n>.1.14-snapshot/maven-metadata.xml failed to transfer from http://0.0.0.0/ during a previous attempt. this failure was cached in the local repository and resolution will not be reattempted until the update interval of maven-default-http-blocker has elapsed or updat,17.477,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00722_1407946_1407946_5
727,106459277,106459277_1.json,https://github.com/iovka/shex-java,DataExtractorConformant,shex/src/main/java/fr/inria/lille/shexjava/validation/DataExtractorConformant.java,production,class,False,135,extractConformantPart,4,public,False,True,2,False,,7,ELIGIBLE,,maven,shex,junit4,8,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,matched build.java_homes.java-8,,1,2,2,MODULE_TESTS_PASSED|MODULE_TESTS_PASSED,True,0,fr.inria.lille.shexjava.validation.DataExtractorConformant,True,TARGET_TEST_PASSED,MODULE_TESTS_PASSED,MODULE_TESTS_PASSED,ELIGIBLE,,,117.674,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00727_106459277_106459277_1
732,41817706,41817706_43.json,https://github.com/mulesoft/mule-maven-plugin,MulePluginsCompatibilityValidator,mule-packager/src/main/java/org/mule/tools/api/validation/MulePluginsCompatibilityValidator.java,production,class,False,56,areMulePluginVersionCompatible,7,protected,False,True,0,False,,8,ELIGIBLE,,maven,mule-packager,junit5,8,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,matched build.java_homes.java-8,,1,2,1,ASSERTION_FAILED,,,org.mule.tools.api.validation.MulePluginsCompatibilityValidator,,,,,EXCLUDED,baseline,[info] mule class loader model ............................ failure [ 6.103 s],14.551,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00732_41817706_41817706_43
737,49894985,49894985_3.json,https://github.com/ahmedaljazzar/rosetta,LocalesDetector,rosetta/src/main/java/com/ahmedjazzar/rosetta/LocalesDetector.java,production,class,False,132,validateLocales,20,,True,True,1,False,,9,ELIGIBLE,,gradle,rosetta,junit4,unknown,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,Gradle 2.8 requires compatible JDK 8; matched build.java_homes.java-8,,1,2,1,ASSERTION_FAILED,,,com.ahmedjazzar.rosetta.LocalesDetector,,,,,EXCLUDED,baseline,"failed to notify projectevaluationlistener.afterevaluate(), but primary configuration failure takes precedence.",51.662,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00737_49894985_49894985_3
742,27064201,27064201_0.json,https://github.com/kohlschutter/junixsocket,RemoteFileDescriptor,junixsocket-rmi/src/main/java/org/newsclub/net/unix/rmi/RemoteFileDescriptor.java,production,,,,close,7,@Override public synchronized,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00742_27064201_27064201_0
747,1163806,1163806_51.json,https://github.com/jenkinsci/tfs-plugin,UriHelper,tfs/src/main/java/hudson/plugins/tfs/util/UriHelper.java,production,class,False,253,join,3,public static,False,True,0,False,,7,ELIGIBLE,,maven,tfs,junit4,unknown,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-17,no project java version detected; using build.java_default,,1,2,1,ASSERTION_FAILED,,,hudson.plugins.tfs.util.UriHelper,,,,,EXCLUDED,baseline,[info] team foundation server plug-in ..................... failure [ 52.320 s],257.286,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00747_1163806_1163806_51
752,81824082,81824082_6.json,https://github.com/BakkerTom/happy-news,PreferenceJsonController,android/src/main/java/nl/fhict/happynews/android/persistence/PreferenceJsonController.java,production,class,False,57,get,4,public,False,True,0,False,,7,ELIGIBLE,,gradle,android,junit4,unknown,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\Java version\jdk-8,Gradle 3.1 requires compatible JDK 8; matched build.java_homes.java-8,,1,2,1,ASSERTION_FAILED,,,nl.fhict.happynews.android.persistence.PreferenceJsonController,,,,,EXCLUDED,baseline,failure: build failed with an exception.,83.599,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00752_81824082_81824082_6
757,11821201,11821201_828.json,https://github.com/obhita/consent2share,BinToHex,DS4P/access-control-service/common-library/src/main/java/gov/samhsa/acs/common/tool/BinToHex.java,production,class,False,76,toHexFromByte,6,public static,False,True,0,True,filesystem,7,EXCLUDED,external_dependency_risk:filesystem,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,external_dependency_risk:filesystem,8.258,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00757_11821201_11821201_828
762,31650129,31650129_14.json,https://github.com/devesion/java-obd-adapter,AbstractDiagnosticCommand,adapter/src/main/java/com/devesion/commons/obd/adapter/command/diagnostic/AbstractDiagnosticCommand.java,production,,,,accept,4,@Override public,False,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00762_31650129_31650129_14
767,222136267,222136267_87.json,https://github.com/CrucibleMC/Crucible,Potion,bukkit/src/main/java/org/bukkit/potion/Potion.java,production,,,,setSplash,3,public,False,False,,,,,EXCLUDED,trivial_focal_method;no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,trivial_focal_method;no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00767_222136267_222136267_87
772,44437701,44437701_1.json,https://github.com/babyfish-ct/babyfish,Singleton,src/babyfish-common/src/main/java/org/babyfish/lang/Singleton.java,production,class,True,171,getInstance,24,"@SuppressWarnings(""unchecked"") public static",True,True,0,False,,9,EXCLUDED,non_concrete:class:abstract,,,,,,,,1,2,0,,,,,,,,,EXCLUDED,semantic,non_concrete:class:abstract,5.910,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00772_44437701_44437701_1
777,149123005,149123005_33.json,https://github.com/ConsenSys/wittgenstein,Network,core/src/main/java/net/consensys/wittgenstein/core/Network.java,production,,,,send,10,public,True,False,,,,,EXCLUDED,no_observable_behavior,,,,,,,,,2,0,,,,,,,,,EXCLUDED,semantic_metadata,no_observable_behavior,0.001,G:\FPT Specialized\Ki 9\SET490\workspace\ARROW\runs\sample_selection\distributed\shard-1\candidates\00777_149123005_149123005_33
